,iso_code,region_group,income_group,country,year,category,sex,comp_upsec_v2_m
22805,GMB,Sub-Saharan Africa,Low income,Gambia,2013,Sex,Male,0.328099996
22910,GMB,Sub-Saharan Africa,Low income,Gambia,2013,Total,,0.301899999
22974,GMB,Sub-Saharan Africa,Low income,Gambia,2000,Sex,Female,0.117899999
22975,GMB,Sub-Saharan Africa,Low income,Gambia,2000,Sex,Male,0.263999999
22998,GMB,Sub-Saharan Africa,Low income,Gambia,2000,Total,,0.1796
23072,GMB,Sub-Saharan Africa,Low income,Gambia,2006,Sex,Female,0.169200003
23073,GMB,Sub-Saharan Africa,Low income,Gambia,2006,Sex,Male,0.269600004
23162,GMB,Sub-Saharan Africa,Low income,Gambia,2006,Total,,0.215399995
23228,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2000,Sex,Female,0.0306
23229,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2000,Sex,Male,0.082099997
23252,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2000,Total,,0.053100001
23338,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2006,Sex,Female,0.057599999
23339,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2006,Sex,Male,0.108999997
23402,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2006,Total,,0.082000002
23484,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2014,Sex,Female,0.0451
23485,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2014,Sex,Male,0.087300003
23599,GNB,Sub-Saharan Africa,Low income,Guinea-Bissau,2014,Total,,0.065899998
23683,GNQ,Sub-Saharan Africa,Upper middle income,Equat. Guinea,2000,Sex,Female,0.025900001
23684,GNQ,Sub-Saharan Africa,Upper middle income,Equat. Guinea,2000,Sex,Male,0.083999999
23721,GNQ,Sub-Saharan Africa,Upper middle income,Equat. Guinea,2000,Total,,0.054299999
23806,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2015,Sex,Female,0.329400003
23807,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2015,Sex,Male,0.363900006
23924,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2015,Total,,0.345099986
24031,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2000,Sex,Female,0.172399998
24032,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2000,Sex,Male,0.151600003
24144,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2000,Total,,0.162799999
24251,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2011,Sex,Female,0.240799993
24252,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2011,Sex,Male,0.249699995
24362,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2011,Total,,0.245100006
24473,GUY,Latin America and the Caribbean,High income,Guyana,2009,Sex,Female,0.599699974
24474,GUY,Latin America and the Caribbean,High income,Guyana,2009,Sex,Male,0.497299999
24577,GUY,Latin America and the Caribbean,High income,Guyana,2009,Total,,0.554899991
24659,GUY,Latin America and the Caribbean,High income,Guyana,2000,Sex,Female,0.479200006
24660,GUY,Latin America and the Caribbean,High income,Guyana,2000,Sex,Male,0.3759
24703,GUY,Latin America and the Caribbean,High income,Guyana,2000,Total,,0.425399989
24806,GUY,Latin America and the Caribbean,High income,Guyana,2006,Sex,Female,0.546899974
24807,GUY,Latin America and the Caribbean,High income,Guyana,2006,Sex,Male,0.441399992
24888,GUY,Latin America and the Caribbean,High income,Guyana,2006,Total,,0.494700015
24983,GUY,Latin America and the Caribbean,High income,Guyana,2014,Sex,Female,0.638700008
24984,GUY,Latin America and the Caribbean,High income,Guyana,2014,Sex,Male,0.484800011
25071,GUY,Latin America and the Caribbean,High income,Guyana,2014,Total,,0.561500013
25164,HND,Latin America and the Caribbean,Lower middle income,Honduras,2006,Sex,Female,0.281899989
25165,HND,Latin America and the Caribbean,Lower middle income,Honduras,2006,Sex,Male,0.212599993
25352,HND,Latin America and the Caribbean,Lower middle income,Honduras,2006,Total,,0.248699993
25462,HTI,Latin America and the Caribbean,Lower middle income,Haiti,2000,Sex,Female,0.0306
25463,HTI,Latin America and the Caribbean,Lower middle income,Haiti,2000,Sex,Male,0.0801
25491,HTI,Latin America and the Caribbean,Lower middle income,Haiti,2000,Total,,0.053300001
25547,HTI,Latin America and the Caribbean,Lower middle income,Haiti,2012,Sex,Female,0.093999997
25548,HTI,Latin America and the Caribbean,Lower middle income,Haiti,2012,Sex,Male,0.1435
25688,HTI,Latin America and the Caribbean,Lower middle income,Haiti,2012,Total,,0.117299996
25819,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2012,Sex,Female,0.493800014
25820,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2012,Sex,Male,0.521000028
26215,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2012,Total,,0.506500006
26415,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2000,Sex,Female,0.37529999
26416,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2000,Sex,Male,0.423400015
26458,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2000,Total,,0.398099989
26552,IND,Central and Southern Asia,Lower middle income,India,2005,Sex,Female,0.191300005
26553,IND,Central and Southern Asia,Lower middle income,India,2005,Sex,Male,0.259900004
26866,IND,Central and Southern Asia,Lower middle income,India,2005,Total,,0.224299997
27084,IND,Central and Southern Asia,Lower middle income,India,2011,Sex,Female,0.336400002
27085,IND,Central and Southern Asia,Lower middle income,India,2011,Sex,Male,0.363799989
27382,IND,Central and Southern Asia,Lower middle income,India,2011,Total,,0.349799991
27562,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2000,Sex,Female,0.163499996
27563,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2000,Sex,Male,0.190599993
27701,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2000,Total,,0.177000001
27793,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2006,Sex,Female,0.184100002
27794,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2006,Sex,Male,0.195800006
27831,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2006,Total,,0.190300003
27870,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2011,Sex,Female,0.180999994
27871,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2011,Sex,Male,0.191599995
27906,IRQ,Northern Africa and Western Asia,Upper middle income,Iraq,2011,Total,,0.186499998
27928,JAM,Latin America and the Caribbean,Upper middle income,Jamaica,2005,Sex,Female,0.819199979
27929,JAM,Latin America and the Caribbean,Upper middle income,Jamaica,2005,Sex,Male,0.750100017
27930,JAM,Latin America and the Caribbean,Upper middle income,Jamaica,2005,Total,,0.781199992
27970,JAM,Latin America and the Caribbean,Upper middle income,Jamaica,2011,Sex,Female,0.83130002
27971,JAM,Latin America and the Caribbean,Upper middle income,Jamaica,2011,Sex,Male,0.808200002
28018,JAM,Latin America and the Caribbean,Upper middle income,Jamaica,2011,Total,,0.819800019
28051,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2002,Sex,Female,0.608699977
28052,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2002,Sex,Male,0.488799989
28061,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2002,Total,,0.546999991
28104,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2007,Sex,Female,0.632600009
28105,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2007,Sex,Male,0.519299984
28154,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2007,Total,,0.572899997
28217,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2012,Sex,Female,0.672100008
28218,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2012,Sex,Male,0.510699987
28267,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2012,Total,,0.589100003
28343,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2006,Sex,Female,0.930299997
28344,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2006,Sex,Male,0.902999997
28451,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2006,Total,,0.916199982
28573,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2015,Sex,Female,0.948499978
28574,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2015,Sex,Male,0.92869997
28739,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2015,Total,,0.937900007
28902,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2003,Sex,Female,0.229699999
28903,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2003,Sex,Male,0.265700012
29023,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2003,Total,,0.246999994
29177,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2014,Sex,Female,0.390599996
29178,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2014,Sex,Male,0.460200012
29326,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2014,Total,,0.423200011
29405,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2000,Sex,Female,0.231600001
29406,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2000,Sex,Male,0.272599995
29475,KEN,Sub-Saharan Africa,Lower middle income,Kenya,2000,Total,,0.246600002
29551,KGZ,Central and Southern Asia,Lower middle income,Kyrgyzstan,2012,Sex,Female,0.871900022
29552,KGZ,Central and Southern Asia,Lower middle income,Kyrgyzstan,2012,Sex,Male,0.828800023
29647,KGZ,Central and Southern Asia,Lower middle income,Kyrgyzstan,2012,Total,,0.852900028
29732,KGZ,Central and Southern Asia,Lower middle income,Kyrgyzstan,2014,Sex,Female,0.817499995
29733,KGZ,Central and Southern Asia,Lower middle income,Kyrgyzstan,2014,Sex,Male,0.791899979
29823,KGZ,Central and Southern Asia,Lower middle income,Kyrgyzstan,2014,Total,,0.805800021
29902,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2000,Sex,Female,0.0263
29903,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2000,Sex,Male,0.0594
29950,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2000,Total,,0.0436
30011,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2005,Sex,Female,0.078400001
30012,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2005,Sex,Male,0.130999997
30245,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2005,Total,,0.1039
30403,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2010,Sex,Female,0.154699996
30404,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2010,Sex,Male,0.184499994
30640,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2010,Total,,0.169799998
30799,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2014,Sex,Female,0.2086
30800,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2014,Sex,Male,0.215900004
31030,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2014,Total,,0.212300003
31184,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2000,Sex,Female,0.088299997
31185,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2000,Sex,Male,0.155100003
31240,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2000,Total,,0.118900001
31314,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2006,Sex,Female,0.181899995
31315,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2006,Sex,Male,0.205400005
31371,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2006,Total,,0.193299994
31444,LBR,Sub-Saharan Africa,Low income,Liberia,2007,Sex,Female,0.065899998
31445,LBR,Sub-Saharan Africa,Low income,Liberia,2007,Sex,Male,0.070500001
31528,LBR,Sub-Saharan Africa,Low income,Liberia,2007,Total,,0.067900002
31658,LBR,Sub-Saharan Africa,Low income,Liberia,2013,Sex,Female,0.091700003
31659,LBR,Sub-Saharan Africa,Low income,Liberia,2013,Sex,Male,0.173099995
31760,LBR,Sub-Saharan Africa,Low income,Liberia,2013,Total,,0.129899994
31820,LCA,Latin America and the Caribbean,Upper middle income,Saint Lucia,2012,Sex,Female,0.894599974
31821,LCA,Latin America and the Caribbean,Upper middle income,Saint Lucia,2012,Sex,Male,0.737100005
31832,LCA,Latin America and the Caribbean,Upper middle income,Saint Lucia,2012,Total,,0.8204
31874,LKA,Central and Southern Asia,Lower middle income,Sri Lanka,2006,Sex,Female,0.296900004
31875,LKA,Central and Southern Asia,Lower middle income,Sri Lanka,2006,Sex,Male,0.200299993
31886,LKA,Central and Southern Asia,Lower middle income,Sri Lanka,2006,Total,,0.25029999
31951,LSO,Sub-Saharan Africa,Lower middle income,Lesotho,2009,Sex,Female,0.205500007
31952,LSO,Sub-Saharan Africa,Lower middle income,Lesotho,2009,Sex,Male,0.162699997
32090,LSO,Sub-Saharan Africa,Lower middle income,Lesotho,2009,Total,,0.184699997
32206,LSO,Sub-Saharan Africa,Lower middle income,Lesotho,2014,Sex,Female,0.129700005
32207,LSO,Sub-Saharan Africa,Lower middle income,Lesotho,2014,Sex,Male,0.088100001
32347,LSO,Sub-Saharan Africa,Lower middle income,Lesotho,2014,Total,,0.108099997
32456,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2005,Sex,Female,0.626600027
32457,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2005,Sex,Male,0.514500022
32522,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2005,Total,,0.57249999
32576,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2000,Sex,Female,0.403299987
32577,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2000,Sex,Male,0.356700003
32606,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2000,Total,,0.379500002
32672,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2012,Sex,Female,0.69630003
32673,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2012,Sex,Male,0.594900012
32736,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2012,Total,,0.646000028
32818,MDG,Sub-Saharan Africa,Low income,Madagascar,2004,Sex,Female,0.136299998
32819,MDG,Sub-Saharan Africa,Low income,Madagascar,2004,Sex,Male,0.099699996
32910,MDG,Sub-Saharan Africa,Low income,Madagascar,2004,Total,,0.118000001
33018,MDG,Sub-Saharan Africa,Low income,Madagascar,2009,Sex,Female,0.0572
33019,MDG,Sub-Saharan Africa,Low income,Madagascar,2009,Sex,Male,0.053199999
33272,MDG,Sub-Saharan Africa,Low income,Madagascar,2009,Total,,0.055199999
33425,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2000,Sex,Female,0.661000013
33426,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2000,Sex,Male,0.668500006
33529,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2000,Total,,0.664499998
33619,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2012,Sex,Female,0.542999983
33620,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2012,Sex,Male,0.523800015
33642,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2012,Total,,0.533399999
33719,MKD,Europe and Northern America,Upper middle income,North Macedonia,2005,Sex,Female,0.688499987
33720,MKD,Europe and Northern America,Upper middle income,North Macedonia,2005,Sex,Male,0.478599995
33788,MKD,Europe and Northern America,Upper middle income,North Macedonia,2005,Total,,0.584200025
33872,MKD,Europe and Northern America,Upper middle income,North Macedonia,2011,Sex,Female,0.686600029
33873,MKD,Europe and Northern America,Upper middle income,North Macedonia,2011,Sex,Male,0.797500014
33939,MKD,Europe and Northern America,Upper middle income,North Macedonia,2011,Total,,0.744400024
34031,MLI,Sub-Saharan Africa,Low income,Mali,2001,Sex,Female,0.0266
34032,MLI,Sub-Saharan Africa,Low income,Mali,2001,Sex,Male,0.064199999
34075,MLI,Sub-Saharan Africa,Low income,Mali,2001,Total,,0.043000001
34158,MLI,Sub-Saharan Africa,Low income,Mali,2006,Sex,Female,0.023600001
34159,MLI,Sub-Saharan Africa,Low income,Mali,2006,Sex,Male,0.065700002
34290,MLI,Sub-Saharan Africa,Low income,Mali,2006,Total,,0.040800001
34446,MLI,Sub-Saharan Africa,Low income,Mali,2010,Sex,Female,0.059999999
34447,MLI,Sub-Saharan Africa,Low income,Mali,2010,Sex,Male,0.134599999
34604,MLI,Sub-Saharan Africa,Low income,Mali,2010,Total,,0.091799997
34729,MLI,Sub-Saharan Africa,Low income,Mali,2015,Sex,Female,0.125100002
34730,MLI,Sub-Saharan Africa,Low income,Mali,2015,Sex,Male,0.209000006
34852,MLI,Sub-Saharan Africa,Low income,Mali,2015,Total,,0.164700001
34950,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2016,Sex,Female,0.195899993
34951,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2016,Sex,Male,0.130799994
35132,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2016,Total,,0.165299997
35265,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2000,Sex,Female,0.071000002
35266,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2000,Sex,Male,0.0572
35436,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2000,Total,,0.064599998
35574,MNE,Europe and Northern America,Upper middle income,Montenegro,2005,Sex,Female,0.695299983
35575,MNE,Europe and Northern America,Upper middle income,Montenegro,2005,Sex,Male,0.694000006
35620,MNE,Europe and Northern America,Upper middle income,Montenegro,2005,Total,,0.694700003
35686,MNE,Europe and Northern America,Upper middle income,Montenegro,2013,Sex,Female,0.856599987
35687,MNE,Europe and Northern America,Upper middle income,Montenegro,2013,Sex,Male,0.824500024
35737,MNE,Europe and Northern America,Upper middle income,Montenegro,2013,Total,,0.839999974
35794,MNG,Eastern and South-eastern Asia,Lower middle income,Mongolia,2000,Sex,Female,0.574400008
35795,MNG,Eastern and South-eastern Asia,Lower middle income,Mongolia,2000,Sex,Male,0.423299998
35852,MNG,Eastern and South-eastern Asia,Lower middle income,Mongolia,2000,Total,,0.521399975
35935,MNG,Eastern and South-eastern Asia,Lower middle income,Mongolia,2010,Sex,Female,0.724799991
35936,MNG,Eastern and South-eastern Asia,Lower middle income,Mongolia,2010,Sex,Male,0.532599986
36013,MNG,Eastern and South-eastern Asia,Lower middle income,Mongolia,2010,Total,,0.62620002
36105,MOZ,Sub-Saharan Africa,Low income,Mozambique,2003,Sex,Female,0.0111
36106,MOZ,Sub-Saharan Africa,Low income,Mozambique,2003,Sex,Male,0.036899999
